ACCOUNT_ID,CUSTOMER_ID,BRANCH_ID,OPENING_BALANCE,ACCOUNT_OPEN_DATE,ACCOUNT_TYPE,ACCOUNT_STATUS
A00400,C00400,B00019,389621,2014-03-28,checking,CLOSED
A00401,C00401,B00007,null,2014-09-30,checking,Active
A00402,c00402,b00002,744153,2019-10-14,checking,PENDING
A00403,c00403,b00003,null,2020-05-23,CHECKING,Closed
a00404,c00404,b00042,431501,2016-01-01,SAVINGS,active
A00405,C00405,B00005,884414,2016-08-27,FIXED DEPOSIT,CLOSED
a00406,c00406,B00043,948547,2016-06-29,FIXED DEPOSIT,Active
A00407,C00407,B00022,null,2018-04-11,SAVINGS,pending
A00408,C00408,B00027,917212,2019-07-11,,pending
A00409,C00409,B00015,681944,2017-07-10,Fixed Deposit,PENDING
A00410,C00410,B00049,195506,2022-10-21,Savings,active
A00411,,B00007,614209,null,Savings,
a00412,C00412,,212704,2016-07-31,fixed deposit,active
A00413,c00413,B00037,507282,2014-05-14,Savings,PENDING
a00414,c00414,b00002,191231,2021-12-23,fixed deposit,Closed
A00415,c00415,B00018,188450,null,savings,closed
a00416,C00416,,27497,2021-01-03,FIXED DEPOSIT,Closed
,c00417,,57636,2016-12-21,fixed deposit,CLOSED
a00418,c00418,,731447,2021-11-11,,Closed
a00419,C00419,B00040,394780,2018-07-30,,active
A00420,C00420,b00023,null,2021-11-11,fixed deposit,pending
A00421,,b00036,519915,null,Fixed Deposit,Active
a00422,C00422,,459932,2014-08-24,CHECKING,ACTIVE
A00423,c00423,B00031,null,2021-06-03,CHECKING,PENDING
A00424,c00424,B00043,751953,2018-12-31,Savings,closed
a00425,c00425,,628002,null,savings,Closed
A00426,C00426,B00037,763117,2014-07-09,,ACTIVE
a00427,c00427,B00026,484921,2015-09-14,,PENDING
a00428,C00428,b00002,46479,2022-10-03,savings,Closed
A00429,C00429,B00002,null,2016-10-22,checking,PENDING
A00430,c00430,b00036,464761,2019-02-13,CHECKING,pending
,c00431,B00006,22456,2018-04-02,,Pending
a00432,C00432,b00034,null,2020-10-02,Savings,closed
A00433,C00433,B00015,113178,2019-04-09,savings,PENDING
A00434,,B00042,81928,2015-10-23,savings,
A00435,C00435,,814111,2014-04-16,FIXED DEPOSIT,active
,c00436,B00031,864787,2021-07-28,checking,Active
a00437,c00437,B00022,228566,2023-04-15,checking,CLOSED
A00438,,B00001,null,null,Checking,Active
A00439,C00439,b00038,682918,2022-05-13,Savings,Closed
A00440,C00440,B00009,55321,2019-08-03,savings,closed
a00441,C00441,b00003,617839,2022-09-06,CHECKING,closed
A00442,c00442,B00049,506073,2019-08-27,Checking,pending
A00443,C00443,b00049,190707,2021-02-12,savings,Closed
,C00444,B00003,679583,2020-09-11,CHECKING,ACTIVE
A00445,c00445,B00036,708091,2018-09-05,savings,PENDING
A00446,C00446,B00039,244223,2023-06-28,checking,CLOSED
a00447,C00447,B00032,98118,2021-03-21,savings,closed
A00448,c00448,B00049,269579,2014-06-25,Checking,ACTIVE
a00449,C00449,B00021,327442,2019-12-13,fixed deposit,Active
a00450,C00450,B00004,291698,2014-02-27,FIXED DEPOSIT,Active
A00451,,b00049,445660,2014-02-16,Savings,ACTIVE
A00452,C00452,B00049,597902,2015-06-24,CHECKING,Pending
A00453,,b00019,814179,2019-04-07,FIXED DEPOSIT,active
A00454,c00454,b00017,174003,2019-08-05,Checking,closed
,C00455,B00035,629805,2018-10-28,checking,active
A00456,C00456,b00048,839677,2014-12-17,fixed deposit,pending
A00457,C00457,b00030,562633,2016-01-01,Checking,pending
A00458,C00458,b00050,247528,2016-02-09,Savings,Closed
A00459,C00459,B00001,null,null,Savings,active
A00460,c00460,B00002,857565,2014-07-01,Fixed Deposit,ACTIVE
,C00461,B00040,212906,2015-06-15,Savings,ACTIVE
a00462,c00462,b00013,761344,2014-09-20,FIXED DEPOSIT,Pending
A00463,c00463,B00022,775592,2016-07-08,Fixed Deposit,Active
a00464,c00464,B00025,656747,2016-07-21,CHECKING,Active
a00465,c00465,B00044,731456,2021-01-20,savings,active
A00466,,b00017,198748,2016-01-12,CHECKING,
A00467,c00467,B00027,103389,null,savings,closed
a00468,C00468,b00002,350991,2018-12-30,Fixed Deposit,active
A00469,c00469,B00019,345649,2016-04-18,Savings,closed
A00470,c00470,,null,2017-11-23,Savings,ACTIVE
A00471,C00471,B00016,426918,2018-07-12,Fixed Deposit,pending
a00472,c00472,b00042,831745,2023-02-24,savings,pending
A00473,C00473,B00025,301318,2016-05-27,savings,PENDING
A00474,c00474,b00019,227420,null,Fixed Deposit,closed
A00475,c00475,b00010,40216,2023-05-03,CHECKING,Active
A00476,C00476,B00034,476031,2018-03-21,checking,PENDING
a00477,c00477,,697607,2021-05-25,Savings,Closed
a00478,C00478,,910804,2015-07-26,Fixed Deposit,active
A00479,c00479,B00036,894095,2018-01-09,Savings,Active
A00480,c00480,B00038,976137,2014-08-08,fixed deposit,
A00481,C00481,b00005,377342,2013-11-26,CHECKING,Active
A00482,,b00031,775962,2020-05-18,fixed deposit,PENDING
,C00483,B00019,674487,2020-11-03,Savings,closed
A00484,c00484,b00039,176549,2015-07-21,Savings,PENDING
a00485,C00485,B00008,712172,null,savings,pending
A00486,C00486,B00023,707051,2016-07-26,checking,active
a00487,C00487,,969827,2013-12-24,,PENDING
A00488,,B00046,409801,2013-12-18,Fixed Deposit,active
A00489,c00489,B00008,null,2019-06-26,savings,active
A00490,c00490,B00038,360621,2015-05-19,CHECKING,CLOSED
a00491,c00491,b00018,602721,null,FIXED DEPOSIT,
,C00492,B00003,606868,null,SAVINGS,Active
A00493,,,359787,2014-03-17,Savings,active
A00494,c00494,B00041,825745,2015-06-05,CHECKING,Closed
A00495,C00495,B00026,696866,2022-09-28,checking,PENDING
A00496,c00496,B00001,979833,2022-02-03,Fixed Deposit,Closed
A00497,C00497,b00047,null,2019-09-29,Fixed Deposit,Pending
a00498,,B00030,963017,2017-08-27,savings,Closed
A00499,C00499,B00050,799620,2021-12-12,Fixed Deposit,Active
A00500,C00500,b00015,954364,2019-05-29,,Active
,C00501,,593166,2020-10-26,Fixed Deposit,CLOSED
A00502,c00502,B00007,492432,2021-07-15,Fixed Deposit,active
a00503,C00503,B00039,619591,2018-09-16,checking,PENDING
A00504,c00504,B00044,955530,2019-04-06,savings,pending
a00505,C00505,B00024,727402,2019-09-17,checking,Closed
a00506,C00506,B00006,347458,2014-06-13,Checking,pending
A00507,c00507,B00046,211676,2019-01-07,SAVINGS,closed
,c00508,b00010,27241,2020-04-15,savings,ACTIVE
A00509,c00509,B00006,104998,2016-06-18,SAVINGS,Active
,C00510,B00002,674061,2014-01-13,Savings,Pending
A00511,C00511,B00001,260515,2019-12-10,CHECKING,
A00512,c00512,B00035,527249,2020-05-18,SAVINGS,CLOSED
a00513,C00513,,573539,2014-04-24,fixed deposit,CLOSED
A00514,c00514,b00044,35237,2019-09-11,savings,
A00515,C00515,b00042,824612,2020-06-21,Checking,pending
a00516,c00516,B00022,null,2023-01-17,CHECKING,active
A00517,C00517,B00039,414854,2015-12-16,CHECKING,Pending
a00518,C00518,b00036,371465,2019-12-06,SAVINGS,Closed
a00519,C00519,,374068,2020-04-17,fixed deposit,closed
A00520,C00520,b00017,801837,2020-01-08,CHECKING,
A00521,C00521,B00043,290443,2014-11-02,Checking,Closed
A00522,c00522,B00049,null,2016-12-11,Fixed Deposit,
A00523,C00523,b00014,null,2017-09-04,,active
A00524,c00524,b00021,419398,2015-10-23,SAVINGS,closed
A00525,C00525,b00030,null,2017-06-08,Savings,Pending
A00526,c00526,B00015,null,null,savings,closed
A00527,C00527,b00042,825003,2017-02-19,fixed deposit,
A00528,C00528,B00004,null,2015-12-17,savings,Active
,c00529,B00002,467519,2023-04-05,CHECKING,pending
a00530,c00530,b00046,153513,2014-02-17,checking,PENDING
A00531,c00531,B00014,902448,2023-08-09,savings,pending
A00532,c00532,B00011,800992,null,SAVINGS,Pending
a00533,,B00025,878525,2015-10-22,savings,closed
A00534,c00534,B00020,301269,2014-07-29,Savings,Closed
A00535,c00535,B00038,null,2018-06-05,Checking,CLOSED
a00536,C00536,B00046,371839,2022-11-22,Savings,Closed
A00537,C00537,B00016,979032,2019-03-20,FIXED DEPOSIT,Active
A00538,C00538,B00023,null,2023-06-25,savings,active
a00539,c00539,B00050,515971,2017-01-12,Checking,Closed
a00540,C00540,b00013,117581,2022-06-26,Checking,PENDING
A00541,c00541,B00006,112160,null,Checking,Active
A00542,C00542,B00042,113401,2021-05-31,checking,Closed
A00543,C00543,B00004,468502,2018-08-06,CHECKING,active
A00544,C00544,B00002,898076,2019-09-27,Checking,PENDING
A00545,C00545,B00009,51050,2018-10-04,Fixed Deposit,
a00546,c00546,B00017,527257,2021-12-30,fixed deposit,Closed
a00547,,b00037,986363,2014-04-18,CHECKING,PENDING
a00548,,B00042,774486,2014-01-09,FIXED DEPOSIT,Active
A00549,,b00032,509366,2013-12-31,savings,pending
A00550,,B00029,960854,2018-12-23,Fixed Deposit,closed
,c00551,B00036,305146,2022-11-16,checking,CLOSED
a00552,C00552,B00044,null,2023-08-18,fixed deposit,CLOSED
A00553,C00553,b00030,155099,2014-09-28,savings,active
a00554,c00554,B00007,884441,2023-08-18,Checking,PENDING
A00555,C00555,B00016,493118,2020-09-17,,pending
A00556,C00556,,115928,2017-06-01,CHECKING,CLOSED
A00557,c00557,B00021,3046,2020-11-28,Savings,pending
a00558,C00558,B00045,100212,2017-11-13,Checking,
a00559,,b00006,null,2021-04-02,,Pending
a00560,,B00030,745847,2016-06-25,,
a00561,C00561,B00015,764698,2018-07-14,CHECKING,Pending
A00562,c00562,B00030,null,2014-11-09,Savings,Pending
A00563,C00563,b00037,898946,2015-03-08,FIXED DEPOSIT,CLOSED
A00564,C00564,B00004,848082,2017-12-08,,
a00565,,b00006,583424,null,fixed deposit,
a00566,C00566,B00022,145384,2018-09-18,Fixed Deposit,CLOSED
a00567,,B00040,634726,2015-08-24,Savings,Pending
A00568,C00568,b00032,559108,2020-02-22,SAVINGS,closed
a00569,C00569,B00018,256259,2017-08-13,checking,
A00570,C00570,B00013,null,2015-01-26,Fixed Deposit,PENDING
A00571,C00571,b00025,625708,2022-09-21,checking,CLOSED
A00572,c00572,,119641,2014-08-31,Fixed Deposit,ACTIVE
,c00573,B00039,851503,2019-02-25,,closed
a00574,C00574,b00021,347096,2021-10-18,checking,Pending
A00575,C00575,,null,2018-12-06,Fixed Deposit,Closed
a00576,C00576,B00030,116514,2017-05-28,checking,CLOSED
,C00577,B00034,429942,2016-07-01,Fixed Deposit,
A00578,C00578,B00024,332234,2020-03-15,CHECKING,Closed
a00579,c00579,,98977,2014-05-10,CHECKING,Pending
A00580,C00580,,223312,2020-05-03,fixed deposit,active
A00581,C00581,b00032,null,2021-07-30,FIXED DEPOSIT,Closed
A00582,C00582,B00031,311801,2018-10-27,savings,CLOSED
a00583,C00583,B00044,null,2021-01-07,CHECKING,pending
A00584,C00584,B00002,403424,null,checking,
,c00585,B00010,347730,2021-11-23,CHECKING,active
A00586,c00586,B00026,148186,2017-03-26,fixed deposit,CLOSED
a00587,C00587,b00039,735331,null,FIXED DEPOSIT,pending
a00588,C00588,B00040,738154,2021-04-10,Checking,Pending
a00589,c00589,b00004,399785,2015-11-08,SAVINGS,Pending
a00590,C00590,,621067,2015-04-20,checking,Pending
A00591,,b00008,null,2018-08-30,savings,pending
a00592,c00592,b00035,209249,2016-11-09,SAVINGS,ACTIVE
A00593,c00593,b00020,521411,2014-08-21,fixed deposit,closed
A00594,c00594,b00013,302003,2015-11-19,,pending
A00595,C00595,B00004,261275,2013-10-27,Checking,CLOSED
A00596,C00596,B00039,207513,2016-05-01,FIXED DEPOSIT,Closed
a00597,c00597,B00004,128832,2016-06-06,fixed deposit,active
a00598,c00598,B00025,239520,2020-08-29,CHECKING,Active
A00599,C00599,B00003,887171,2021-04-16,Fixed Deposit,
A00600,C00600,b00031,848357,2015-05-28,,
A00601,c00601,,901194,2017-08-22,checking,active
A00602,C00602,B00041,851618,2019-12-19,checking,Active
A00603,C00603,B00045,100778,2014-11-01,,Active
A00604,C00604,B00020,300368,2015-07-04,savings,
A00605,C00605,B00018,538383,2020-12-25,Savings,Closed
a00606,c00606,B00040,null,2015-10-21,Checking,Pending
A00607,C00607,B00035,340045,2022-06-09,,active
A00608,C00608,B00023,802028,2015-01-17,fixed deposit,active
a00609,C00609,,729980,2020-06-16,,ACTIVE
a00610,C00610,B00014,383073,null,SAVINGS,ACTIVE
a00611,C00611,B00028,350398,2020-02-26,SAVINGS,closed
A00612,C00612,,239506,2017-10-08,FIXED DEPOSIT,ACTIVE
A00613,C00613,b00050,258427,2017-11-24,CHECKING,Active
A00614,c00614,,898187,2018-11-17,CHECKING,PENDING
A00615,c00615,B00012,481933,2016-11-12,Fixed Deposit,PENDING
A00616,c00616,B00021,604018,2015-01-09,fixed deposit,Active
A00617,C00617,B00033,432713,2020-03-05,Checking,Closed
A00618,C00618,B00016,993675,2018-05-22,Fixed Deposit,
a00619,C00619,b00037,221298,2016-09-12,Checking,
a00620,c00620,B00016,872171,2016-08-06,Savings,ACTIVE
a00621,C00621,B00048,714682,2017-09-10,fixed deposit,ACTIVE
a00622,c00622,B00043,687917,2017-10-26,FIXED DEPOSIT,
A00623,c00623,b00031,19976,2014-01-08,SAVINGS,
A00624,C00624,B00033,679307,2018-06-22,savings,
a00625,C00625,b00041,988602,2022-08-02,FIXED DEPOSIT,active
A00626,C00626,B00033,822519,2014-10-19,Checking,
A00627,,B00019,467492,2021-12-28,Fixed Deposit,Closed
a00628,c00628,B00041,577305,2023-01-08,Fixed Deposit,closed
A00629,c00629,B00010,241356,2014-04-30,checking,PENDING
a00630,C00630,B00045,null,2018-08-05,Fixed Deposit,CLOSED
A00631,C00631,B00023,123711,2017-05-18,fixed deposit,active
a00632,C00632,B00032,307080,2022-07-24,,closed
A00633,C00633,b00046,928989,2021-08-18,Savings,active
A00634,c00634,,207084,2019-02-09,fixed deposit,closed
A00635,c00635,b00037,894663,2021-05-06,Checking,ACTIVE
A00636,c00636,b00046,null,2019-11-09,Fixed Deposit,pending
,C00637,B00020,53685,2016-07-27,Fixed Deposit,Closed
,C00638,b00050,208264,2020-08-07,Checking,
A00639,C00639,B00035,452258,2021-07-16,CHECKING,CLOSED
a00640,C00640,B00035,322870,2016-06-09,savings,closed
a00641,C00641,B00043,238301,2017-08-09,Fixed Deposit,
a00642,C00642,B00023,458214,2017-10-21,Checking,
a00643,,b00045,392467,2020-05-23,savings,closed
A00644,c00644,,715443,2018-07-16,CHECKING,pending
A00645,C00645,b00022,null,2016-01-24,fixed deposit,Closed
A00646,c00646,B00002,141290,2017-03-28,Checking,ACTIVE
a00647,C00647,b00040,699168,2020-03-16,fixed deposit,Closed
A00648,c00648,B00024,null,2023-05-27,Fixed Deposit,active
a00649,C00649,b00023,991119,2016-10-30,FIXED DEPOSIT,Active
A00650,C00650,,556955,2019-05-07,Savings,ACTIVE
a00651,C00651,B00041,608279,null,checking,PENDING
a00652,C00652,b00039,737699,2017-04-16,Savings,Active
a00653,C00653,b00017,782804,2022-04-29,CHECKING,ACTIVE
A00654,C00654,B00040,null,2014-10-27,savings,pending
a00655,c00655,B00015,151154,2018-07-15,CHECKING,closed
A00656,C00656,B00024,493279,null,FIXED DEPOSIT,
,c00657,,null,2014-12-26,CHECKING,Closed
A00658,c00658,B00006,88328,2023-03-18,Fixed Deposit,CLOSED
a00659,c00659,b00039,847658,null,fixed deposit,PENDING
A00660,C00660,B00020,526516,2016-02-09,Savings,Active
,C00661,,718369,2014-07-25,,Active
A00662,c00662,,554361,2018-08-16,,
a00663,C00663,B00050,412557,null,Checking,Pending
A00664,C00664,b00018,732429,2019-11-06,checking,CLOSED
A00665,,B00046,263522,2020-10-24,checking,Pending
a00666,C00666,B00027,118784,2016-04-06,savings,PENDING
,C00667,,75263,2019-07-09,fixed deposit,pending
a00668,C00668,,985277,2018-04-07,CHECKING,ACTIVE
,C00669,B00027,716535,2014-10-20,FIXED DEPOSIT,closed
A00670,C00670,,680084,2017-07-12,checking,
a00671,c00671,B00008,326329,2022-11-16,,active
A00672,C00672,b00004,38792,2016-01-26,CHECKING,Active
A00673,c00673,B00031,861174,2017-11-04,FIXED DEPOSIT,PENDING
A00674,C00674,B00005,20328,2023-07-24,FIXED DEPOSIT,Pending
A00675,c00675,B00001,244912,2019-09-15,Savings,ACTIVE
,C00676,B00006,825421,2018-04-04,savings,
a00677,C00677,b00027,60137,2022-05-26,savings,closed
a00678,C00678,B00016,990076,2016-02-26,savings,pending
A00679,c00679,B00015,319577,null,FIXED DEPOSIT,pending
a00680,C00680,B00050,69269,2022-07-11,savings,active
A00681,C00681,B00030,529316,2020-03-09,Fixed Deposit,pending
A00682,c00682,b00027,73265,2014-06-24,Checking,Active
A00683,C00683,B00010,null,2020-03-04,checking,
A00684,c00684,,704920,2021-06-19,FIXED DEPOSIT,Pending
A00685,C00685,B00045,530003,2022-05-14,checking,closed
A00686,C00686,B00040,418905,2013-12-04,fixed deposit,ACTIVE
a00687,C00687,B00047,926394,2017-12-22,Savings,ACTIVE
a00688,C00688,B00030,584018,2019-03-13,fixed deposit,Closed
A00689,c00689,b00029,null,null,Checking,Closed
a00690,C00690,B00001,null,2018-08-27,Savings,Pending
A00691,C00691,,123990,2020-07-16,savings,Active
A00692,,B00029,467547,2023-04-11,SAVINGS,closed
a00693,c00693,B00030,980303,2021-05-25,Savings,Pending
A00694,C00694,B00044,833585,2017-07-12,FIXED DEPOSIT,
A00695,,B00045,null,2022-01-24,Fixed Deposit,Active
a00696,c00696,B00022,361398,2016-03-05,checking,PENDING
A00697,c00697,B00046,null,2017-07-21,CHECKING,ACTIVE
a00698,c00698,b00014,652918,2015-09-17,FIXED DEPOSIT,Active
a00699,C00699,B00037,134546,2015-09-10,savings,
A00700,c00700,B00047,633588,2020-04-29,savings,
A00701,,B00038,58921,2014-12-10,Fixed Deposit,closed
A00702,c00702,B00036,18903,2017-12-06,SAVINGS,
a00703,C00703,b00012,558578,null,,Active
a00704,c00704,B00032,530618,2016-04-07,FIXED DEPOSIT,closed
A00705,C00705,b00031,822150,2021-03-25,checking,Pending
A00706,C00706,b00039,670354,2019-08-05,SAVINGS,Closed
,C00707,B00048,317766,2023-08-13,Savings,
a00708,C00708,b00014,null,2022-08-03,Savings,PENDING
a00709,c00709,B00018,917445,2016-09-05,CHECKING,closed
A00710,C00710,B00021,810425,2014-05-27,fixed deposit,pending
A00711,C00711,B00020,679782,2021-07-09,Savings,
A00712,c00712,b00041,749732,2019-07-16,,Closed
A00713,C00713,B00008,685003,2022-04-23,checking,Pending
A00714,C00714,B00043,264279,2018-11-22,Checking,active
A00715,C00715,B00016,242309,2017-06-25,CHECKING,
A00716,C00716,B00030,258931,2017-12-05,checking,closed
a00717,C00717,b00001,360924,null,Savings,Active
A00718,c00718,b00017,631402,2020-07-10,CHECKING,closed
A00719,C00719,b00002,121828,2019-10-27,Fixed Deposit,closed
A00720,C00720,B00014,432805,2021-03-04,FIXED DEPOSIT,closed
A00721,c00721,B00009,538873,null,Savings,Closed
a00722,C00722,B00013,623762,2017-12-25,,Active
A00723,,b00017,699936,null,savings,
a00724,c00724,b00044,717218,2023-06-26,Fixed Deposit,closed
A00725,c00725,B00041,34704,2017-04-29,FIXED DEPOSIT,
A00726,C00726,B00029,513353,2017-01-24,CHECKING,PENDING
a00727,c00727,b00032,607227,2017-05-29,,ACTIVE
a00728,C00728,B00039,972038,2018-06-01,fixed deposit,ACTIVE
A00729,C00729,B00028,181223,null,Savings,closed
A00730,C00730,b00031,480777,2018-11-12,Checking,Pending
a00731,C00731,b00007,248058,null,Savings,PENDING
a00732,C00732,b00033,554251,2022-07-19,savings,Pending
a00733,C00733,b00028,486617,2016-04-30,checking,active
A00734,c00734,B00030,866336,2018-12-14,savings,Closed
A00735,c00735,B00003,340806,2020-09-23,fixed deposit,closed
A00736,C00736,B00009,602333,2020-02-20,CHECKING,Closed
A00737,c00737,b00030,113803,2014-11-05,Savings,pending
a00738,C00738,B00044,999319,2023-02-23,savings,pending
A00739,C00739,,40593,2014-07-04,FIXED DEPOSIT,
A00740,c00740,b00026,403030,2016-09-28,Checking,ACTIVE
A00741,C00741,b00026,381388,2021-08-28,Savings,Closed
A00742,c00742,B00041,null,2018-09-22,savings,Pending
A00743,c00743,b00047,null,2020-08-09,,Pending
A00744,C00744,B00044,368487,2023-07-19,CHECKING,active
A00745,C00745,B00015,601483,2016-07-30,CHECKING,pending
A00746,C00746,b00029,121855,null,,pending
A00747,C00747,b00034,692540,2016-11-03,Savings,active
A00748,c00748,B00024,426828,2014-12-23,,
A00749,C00749,B00011,26077,2022-05-12,Savings,pending
A00750,C00750,,507788,2020-06-25,fixed deposit,PENDING
A00751,,B00010,872267,2014-03-24,checking,ACTIVE
a00752,C00752,b00038,358504,2018-08-12,FIXED DEPOSIT,active
a00753,c00753,B00033,899877,2022-06-01,savings,ACTIVE
a00754,C00754,B00038,46875,2015-02-22,savings,Closed
,C00755,B00012,981764,2019-10-12,checking,ACTIVE
A00756,C00756,B00039,365739,2022-07-23,Savings,Pending
a00757,C00757,,708029,null,fixed deposit,Pending
A00758,c00758,B00042,331535,null,checking,Active
a00759,c00759,B00046,null,2023-06-08,Fixed Deposit,
A00760,C00760,b00004,713096,2018-11-03,Checking,pending
a00761,C00761,B00031,508965,2018-08-10,fixed deposit,pending
A00762,c00762,B00001,109451,2019-01-16,Checking,
A00763,C00763,B00046,808351,2014-03-01,Checking,Pending
a00764,,b00016,945670,2021-06-28,Fixed Deposit,Closed
a00765,C00765,b00049,134593,2016-12-10,Checking,pending
a00766,C00766,b00004,209094,2013-12-02,Fixed Deposit,PENDING
A00767,C00767,B00045,962449,2020-07-17,fixed deposit,pending
A00768,C00768,B00018,907695,2021-06-15,Checking,pending
a00769,C00769,b00027,627667,2022-07-18,Savings,PENDING
,c00770,B00004,303190,2019-04-14,Fixed Deposit,closed
a00771,c00771,b00050,679775,2021-07-06,savings,PENDING
,C00772,b00012,702750,2021-06-16,,Pending
a00773,c00773,b00024,384194,null,,Pending
a00774,C00774,B00001,597611,2021-07-07,CHECKING,CLOSED
A00775,C00775,b00009,203907,2018-12-20,,Pending
,C00776,B00037,null,2017-09-27,Checking,pending
A00777,c00777,B00017,290144,null,Savings,CLOSED
A00778,,b00006,582443,2015-02-20,SAVINGS,PENDING
,c00779,b00042,333564,2019-12-06,savings,PENDING
a00780,C00780,B00017,528914,null,,active
,C00781,b00031,78306,2018-09-28,fixed deposit,CLOSED
A00782,C00782,B00050,736419,2014-08-30,,
A00783,C00783,,558124,2015-03-25,FIXED DEPOSIT,Active
,C00784,b00028,190418,2014-06-01,checking,CLOSED
A00785,C00785,b00022,null,2017-08-09,Checking,Pending
A00786,C00786,B00014,64456,2014-03-03,CHECKING,active
A00787,C00787,B00036,991097,null,FIXED DEPOSIT,active
a00788,C00788,B00012,458540,2019-04-10,CHECKING,Closed
a00789,C00789,b00018,813554,2015-06-10,fixed deposit,Closed
a00790,C00790,b00044,70410,2017-12-04,,active
a00791,C00791,B00029,264604,2023-06-16,Checking,
A00792,C00792,b00006,78653,2014-03-23,Savings,Active
A00793,C00793,,76410,2021-01-29,SAVINGS,PENDING
,C00794,b00008,512972,2019-06-26,Savings,Pending
A00795,C00795,b00011,8801,2014-06-04,FIXED DEPOSIT,closed
a00796,C00796,,590185,2018-07-22,Checking,
A00797,c00797,B00025,753832,2022-06-17,checking,pending
a00798,,B00050,163229,2016-05-08,Checking,Active
A00799,C00799,B00041,702923,2014-07-26,Savings,closed
a00800,C00800,B00039,215167,2017-08-20,savings,active
a00801,,b00012,930231,2017-09-15,,active
A00802,C00802,b00037,null,2022-10-30,checking,Active
A00803,C00803,,259565,null,Savings,CLOSED
A00804,C00804,B00018,348597,2016-11-30,Checking,Closed
a00805,C00805,b00026,437116,2018-06-08,Checking,
a00806,,B00016,225899,2015-11-22,fixed deposit,CLOSED
A00807,C00807,,560463,2016-09-04,SAVINGS,ACTIVE
A00808,c00808,B00048,346418,2023-08-04,Savings,Closed
A00809,c00809,B00018,null,2021-07-18,Fixed Deposit,Pending
A00810,c00810,B00034,41961,2017-06-22,Fixed Deposit,Pending
A00811,c00811,B00009,402921,2022-07-05,Checking,Active
A00812,c00812,B00017,null,2020-03-10,SAVINGS,PENDING
A00813,C00813,B00050,680073,null,CHECKING,active
a00814,c00814,B00028,null,null,Checking,Closed
A00815,c00815,B00049,234041,2016-11-20,fixed deposit,CLOSED
A00816,C00816,b00041,720319,null,Fixed Deposit,
A00817,c00817,B00018,624136,null,SAVINGS,active
A00818,c00818,B00044,120535,2018-03-04,SAVINGS,Active
A00819,,,292951,2014-03-16,Checking,Active
A00820,C00820,B00033,null,null,checking,
A00821,C00821,B00047,null,2020-12-24,fixed deposit,Closed
a00822,c00822,B00002,268823,2016-12-13,savings,Closed
a00823,C00823,B00043,555373,2021-03-22,checking,
,c00824,B00033,15550,2021-08-17,CHECKING,Active
A00825,c00825,B00032,668773,2016-06-17,fixed deposit,ACTIVE
a00826,C00826,B00050,null,null,fixed deposit,
A00827,C00827,B00043,581025,2020-02-18,Fixed Deposit,ACTIVE
A00828,C00828,b00023,null,2022-01-04,SAVINGS,closed
A00829,C00829,b00006,379108,2020-04-18,checking,ACTIVE
A00830,C00830,b00027,208533,2020-10-13,Checking,Closed
A00831,c00831,B00032,271869,2016-03-06,CHECKING,Closed
a00832,C00832,b00004,818983,2017-06-16,CHECKING,active
a00833,c00833,,null,2019-08-16,savings,Pending
a00834,,B00007,95020,2020-09-09,,Pending
A00835,C00835,b00007,125112,2019-06-10,savings,Pending
A00836,c00836,B00039,862954,2019-08-18,Fixed Deposit,Pending
,c00837,B00001,765672,2023-03-27,checking,Pending
A00838,c00838,b00040,642505,2015-06-19,fixed deposit,CLOSED
a00839,c00839,,436331,2016-10-14,SAVINGS,active
a00840,C00840,B00019,null,2014-10-31,FIXED DEPOSIT,Active
A00841,c00841,B00044,273645,2020-10-05,,pending
A00842,c00842,B00039,534676,2014-09-18,Fixed Deposit,ACTIVE
A00843,C00843,B00004,812612,2015-11-09,CHECKING,Pending
A00844,,B00012,777292,2020-02-28,CHECKING,active
A00845,c00845,b00040,452855,2018-02-02,CHECKING,Active
A00846,c00846,b00019,null,null,SAVINGS,ACTIVE
a00847,C00847,B00014,null,2015-08-24,SAVINGS,active
A00848,C00848,B00039,229069,2018-01-26,SAVINGS,PENDING
a00849,c00849,b00049,78413,2016-07-04,checking,
,C00850,b00038,null,2022-10-16,Fixed Deposit,pending
A00851,C00851,B00012,597453,2015-01-29,CHECKING,pending
a00852,c00852,B00020,663633,2020-10-07,,Pending
a00853,C00853,b00031,587659,2022-03-05,,Closed
,C00854,B00003,null,2019-11-22,Savings,Active
A00855,C00855,B00032,488311,null,savings,
A00856,C00856,b00017,499573,2023-04-15,checking,CLOSED
a00857,C00857,B00001,725138,null,checking,Active
a00858,C00858,B00038,549507,2018-02-23,FIXED DEPOSIT,closed
A00859,C00859,,null,2014-04-05,,CLOSED
A00860,c00860,B00009,640071,2015-03-05,Fixed Deposit,PENDING
A00861,C00861,b00036,null,2021-12-25,savings,CLOSED
A00862,c00862,B00048,652594,2016-11-03,checking,PENDING
A00863,C00863,B00009,316665,2017-05-15,Checking,PENDING
,C00864,b00030,622981,2020-03-05,savings,Active
a00865,,b00026,733447,2019-11-18,,Active
,C00866,b00041,579713,2022-12-07,checking,closed
A00867,c00867,,664692,2014-05-22,FIXED DEPOSIT,ACTIVE
,C00868,B00019,370468,2022-06-17,Checking,closed
A00869,C00869,b00011,11017,2015-04-24,Savings,Closed
a00870,C00870,b00005,842731,2021-04-08,,ACTIVE
