ACCOUNT_ID,TRANSACTION_ID,TRANSACTION_DATE,TRANSACTION_MEDIA,TRANSACTION_TYPE,TRANSACTION_AMOUNT,_silver_loaded_at
A00255,T00456,2016-09-29,Credit_Card,Transfer,66449,2026-04-17T08:27:31.745Z
A00874,T03246,2018-09-05,Debit_Card,Purchase,14820,2026-04-17T08:27:31.745Z
A00577,T01702,2021-09-07,Debit_Card,Withdrawal,65256,2026-04-17T08:27:31.745Z
A00668,T01300,2021-11-26,Check,Transfer,56680,2026-04-17T08:27:31.745Z
A00072,T00631,2017-12-27,Debit_Card,Unknown,90784,2026-04-17T08:27:31.745Z
A00165,T00071,2021-12-23,Debit_Card,Withdrawal,89377,2026-04-17T08:27:31.745Z
A00247,T01216,2015-02-10,Check,Withdrawal,95454,2026-04-17T08:27:31.745Z
A00267,T01414,2023-04-25,Debit_Card,Unknown,49713,2026-04-17T08:27:31.745Z
A00369,T00059,2017-07-11,Cash,Deposit,38551,2026-04-17T08:27:31.745Z
A00382,T01265,2015-01-05,Credit_Card,Deposit,85284,2026-04-17T08:27:31.745Z
A00501,T00642,2015-11-10,Cash,Deposit,49713,2026-04-17T08:27:31.745Z
A00522,T01510,2022-08-30,Cash,Transfer,10430,2026-04-17T08:27:31.745Z
A00532,T00914,2020-04-07,Unknown,Deposit,41418,2026-04-17T08:27:31.745Z
A00539,T00546,2015-04-05,Cash,Withdrawal,89980,2026-04-17T08:27:31.745Z
A00557,T02098,2014-04-20,Check,Transfer,35506,2026-04-17T08:27:31.745Z
A00697,T00992,2022-12-30,Debit_Card,Withdrawal,11337,2026-04-17T08:27:31.745Z
A00773,T00538,2020-10-12,Cash,Deposit,77437,2026-04-17T08:27:31.745Z
A00835,T02024,2015-05-24,Debit_Card,Withdrawal,7933,2026-04-17T08:27:31.745Z
A00845,T01166,2018-04-11,Cash,Transfer,68513,2026-04-17T08:27:31.745Z
A00855,T00413,2018-09-02,Debit_Card,Purchase,19400,2026-04-17T08:27:31.745Z
A00972,T01634,2014-06-29,Debit_Card,Transfer,22507,2026-04-17T08:27:31.745Z
A00671,T00483,2017-03-08,Debit_Card,Purchase,94434,2026-04-17T08:27:31.745Z
A00700,T00737,2023-06-09,Cash,Transfer,53851,2026-04-17T08:27:31.745Z
A00853,T01100,1900-01-01,Cash,Purchase,65391,2026-04-17T08:27:31.745Z
A00945,T00351,2023-04-17,Credit_Card,Deposit,15042,2026-04-17T08:27:31.745Z
A00975,T00218,2019-10-02,Credit_Card,Withdrawal,23871,2026-04-17T08:27:31.745Z
A00976,T01937,2023-02-11,Cash,Purchase,9465,2026-04-17T08:27:31.745Z
A00293,T00839,2017-07-04,Unknown,Unknown,3444,2026-04-17T08:27:31.745Z
A00017,T02088,2020-10-18,Check,Transfer,76240,2026-04-17T08:27:31.745Z
A00062,T00263,2023-06-02,Debit_Card,Withdrawal,40693,2026-04-17T08:27:31.745Z
A00084,T00306,2013-12-31,Unknown,Deposit,71848,2026-04-17T08:27:31.745Z
A00104,T00077,2022-03-05,Unknown,Withdrawal,98520,2026-04-17T08:27:31.745Z
A00141,T02257,2018-02-04,Cash,Purchase,42194,2026-04-17T08:27:31.745Z
A00181,T01276,2017-08-18,Debit_Card,Withdrawal,27830,2026-04-17T08:27:31.745Z
A00191,T02014,1900-01-01,Check,Deposit,81493,2026-04-17T08:27:31.745Z
A00192,T00930,2023-02-16,Debit_Card,Transfer,35595,2026-04-17T08:27:31.745Z
A00299,T00580,2020-11-07,Cash,Withdrawal,24866,2026-04-17T08:27:31.745Z
A00322,T00188,2020-10-01,Cash,Transfer,34047,2026-04-17T08:27:31.745Z
A00426,T00378,2018-05-25,Check,Withdrawal,88157,2026-04-17T08:27:31.745Z
A00427,T01539,2023-03-30,Unknown,Withdrawal,9809,2026-04-17T08:27:31.745Z
A00500,T01149,2022-05-13,Debit_Card,Transfer,19853,2026-04-17T08:27:31.745Z
A00662,T00271,2018-08-15,Check,Unknown,58399,2026-04-17T08:27:31.745Z
A00676,T02385,2019-04-16,Check,Unknown,13760,2026-04-17T08:27:31.745Z
A00762,T00913,2019-03-13,Credit_Card,Purchase,68265,2026-04-17T08:27:31.745Z
A00836,T00500,2018-04-19,Check,Purchase,49713,2026-04-17T08:27:31.745Z
A00857,T00457,2023-07-09,Check,Purchase,29340,2026-04-17T08:27:31.745Z
A00018,T01312,2018-01-19,Debit_Card,Unknown,31351,2026-04-17T08:27:31.745Z
A00476,T00916,2022-05-09,Debit_Card,Withdrawal,43975,2026-04-17T08:27:31.745Z
A00569,T01152,2016-01-22,Credit_Card,Withdrawal,90135,2026-04-17T08:27:31.745Z
A00884,T01780,2023-03-22,Debit_Card,Purchase,396,2026-04-17T08:27:31.745Z
A00798,T01355,2019-11-28,Credit_Card,Transfer,16917,2026-04-17T08:27:31.745Z
A00060,T00106,1900-01-01,Debit_Card,Transfer,20260,2026-04-17T08:27:31.745Z
A00080,T00437,2016-03-25,Check,Withdrawal,49713,2026-04-17T08:27:31.745Z
A00127,T01969,2019-06-05,Debit_Card,Withdrawal,30872,2026-04-17T08:27:31.745Z
A00151,T01509,2022-12-22,Unknown,Deposit,63,2026-04-17T08:27:31.745Z
A00166,T02344,2018-01-31,Debit_Card,Withdrawal,96349,2026-04-17T08:27:31.745Z
A00210,T02025,2019-09-27,Credit_Card,Withdrawal,58035,2026-04-17T08:27:31.745Z
A00302,T01235,2013-11-20,Debit_Card,Transfer,18637,2026-04-17T08:27:31.745Z
A00378,T00673,2017-12-13,Debit_Card,Purchase,39910,2026-04-17T08:27:31.745Z
A00456,T01552,1900-01-01,Unknown,Withdrawal,64101,2026-04-17T08:27:31.745Z
A00565,T00135,2023-04-05,Unknown,Unknown,46886,2026-04-17T08:27:31.745Z
A00613,T01083,2021-10-04,Unknown,Deposit,61744,2026-04-17T08:27:31.745Z
A00623,T00173,2023-03-22,Credit_Card,Deposit,57460,2026-04-17T08:27:31.745Z
A00647,T00348,2022-09-30,Credit_Card,Deposit,26815,2026-04-17T08:27:31.745Z
A00689,T02434,2017-10-01,Unknown,Deposit,44894,2026-04-17T08:27:31.745Z
A00710,T00441,2023-08-23,Credit_Card,Purchase,28914,2026-04-17T08:27:31.745Z
A00738,T03559,2019-03-28,Check,Withdrawal,234,2026-04-17T08:27:31.745Z
A00860,T00324,1900-01-01,Credit_Card,Unknown,88236,2026-04-17T08:27:31.745Z
A00213,T00062,2018-06-27,Check,Withdrawal,58917,2026-04-17T08:27:31.745Z
A00334,T00383,2018-10-26,Check,Withdrawal,10788,2026-04-17T08:27:31.745Z
A00495,T00802,2023-08-20,Unknown,Purchase,49713,2026-04-17T08:27:31.745Z
A00675,T01595,2022-11-14,Check,Unknown,30134,2026-04-17T08:27:31.745Z
A00688,T01586,2021-01-17,Debit_Card,Deposit,53311,2026-04-17T08:27:31.745Z
A00042,T00712,2018-02-18,Cash,Deposit,49713,2026-04-17T08:27:31.745Z
A00793,T01090,2019-10-14,Credit_Card,Deposit,72729,2026-04-17T08:27:31.745Z
A00833,T01200,2016-05-30,Cash,Transfer,78017,2026-04-17T08:27:31.745Z
A00052,T00408,2023-03-20,Cash,Withdrawal,76219,2026-04-17T08:27:31.745Z
A00319,T00911,2022-04-07,Cash,Withdrawal,33568,2026-04-17T08:27:31.745Z
A00338,T00799,1900-01-01,Cash,Purchase,45373,2026-04-17T08:27:31.745Z
A00343,T01162,2017-09-01,Debit_Card,Purchase,74536,2026-04-17T08:27:31.745Z
A00432,T00453,2017-11-28,Cash,Deposit,42854,2026-04-17T08:27:31.745Z
A00478,T00206,1900-01-01,Check,Withdrawal,69310,2026-04-17T08:27:31.745Z
A00513,T01344,2019-06-08,Credit_Card,Deposit,93796,2026-04-17T08:27:31.745Z
A00567,T01214,2014-01-25,Cash,Transfer,89376,2026-04-17T08:27:31.745Z
A00643,T01280,2021-09-29,Credit_Card,Transfer,96537,2026-04-17T08:27:31.745Z
A00661,T02477,2020-09-15,Check,Deposit,79532,2026-04-17T08:27:31.745Z
A00747,T01717,2023-07-05,Debit_Card,Purchase,74221,2026-04-17T08:27:31.745Z
A00777,T00041,2021-07-27,Cash,Transfer,8959,2026-04-17T08:27:31.745Z
A00818,T00698,2016-05-25,Credit_Card,Withdrawal,22618,2026-04-17T08:27:31.745Z
A00829,T00852,2019-12-09,Debit_Card,Withdrawal,57835,2026-04-17T08:27:31.745Z
A00990,T01666,2019-08-07,Cash,Transfer,77541,2026-04-17T08:27:31.745Z
A00991,T00131,2019-10-03,Cash,Purchase,74358,2026-04-17T08:27:31.745Z
A00596,T00363,2022-08-21,Unknown,Purchase,80927,2026-04-17T08:27:31.745Z
A00602,T00170,2021-06-11,Credit_Card,Deposit,13743,2026-04-17T08:27:31.745Z
A00825,T00064,2023-04-05,Credit_Card,Withdrawal,44716,2026-04-17T08:27:31.745Z
A00393,T00081,2017-08-04,Debit_Card,Deposit,17181,2026-04-17T08:27:31.745Z
A00707,T01376,2022-01-14,Unknown,Withdrawal,49713,2026-04-17T08:27:31.745Z
A00021,T02278,2014-08-14,Credit_Card,Withdrawal,22172,2026-04-17T08:27:31.745Z
A00039,T00979,2018-02-25,Cash,Deposit,49713,2026-04-17T08:27:31.745Z
A00050,T01362,2023-03-04,Cash,Purchase,7456,2026-04-17T08:27:31.745Z
A00284,T02316,2020-06-14,Cash,Transfer,70371,2026-04-17T08:27:31.745Z
A00289,T01148,2021-11-08,Unknown,Unknown,69863,2026-04-17T08:27:31.745Z
A00292,T00364,2016-10-22,Cash,Transfer,51097,2026-04-17T08:27:31.745Z
A00297,T01068,2017-08-29,Debit_Card,Deposit,49713,2026-04-17T08:27:31.745Z
A00325,T00825,2022-03-19,Credit_Card,Transfer,67504,2026-04-17T08:27:31.745Z
A00414,T00618,2023-04-28,Cash,Purchase,85416,2026-04-17T08:27:31.745Z
A00483,T00792,2017-11-16,Check,Withdrawal,81028,2026-04-17T08:27:31.745Z
A00555,T00577,2021-02-14,Credit_Card,Transfer,53942,2026-04-17T08:27:31.745Z
A00598,T01671,2022-08-01,Check,Deposit,64216,2026-04-17T08:27:31.745Z
A00658,T01572,2023-04-24,Check,Purchase,12317,2026-04-17T08:27:31.745Z
A00729,T00850,2017-03-25,Debit_Card,Deposit,16102,2026-04-17T08:27:31.745Z
A00813,T01990,2019-09-18,Debit_Card,Withdrawal,38320,2026-04-17T08:27:31.745Z
A00841,T00906,1900-01-01,Cash,Purchase,50800,2026-04-17T08:27:31.745Z
A00998,T00939,2018-12-25,Debit_Card,Deposit,44650,2026-04-17T08:27:31.745Z
A00001,T01500,2022-08-18,Credit_Card,Purchase,60741,2026-04-17T08:27:31.745Z
A00170,T00143,2015-09-07,Credit_Card,Purchase,9013,2026-04-17T08:27:31.745Z
A00345,T01378,2017-06-12,Debit_Card,Withdrawal,69980,2026-04-17T08:27:31.745Z
A00536,T01791,2022-07-06,Debit_Card,Purchase,85525,2026-04-17T08:27:31.745Z
A00802,T01558,1900-01-01,Cash,Withdrawal,27276,2026-04-17T08:27:31.745Z
A00034,T00735,2023-08-15,Debit_Card,Purchase,51637,2026-04-17T08:27:31.745Z
A00097,T01528,2021-02-13,Debit_Card,Purchase,63212,2026-04-17T08:27:31.745Z
A00113,T00942,2023-07-31,Check,Purchase,8181,2026-04-17T08:27:31.745Z
A00158,T02949,2018-09-07,Cash,Transfer,51003,2026-04-17T08:27:31.745Z
A00398,T00125,2017-06-10,Credit_Card,Deposit,31432,2026-04-17T08:27:31.745Z
A00461,T01106,2018-08-09,Cash,Transfer,44165,2026-04-17T08:27:31.745Z
A00506,T01659,2018-12-12,Cash,Transfer,90940,2026-04-17T08:27:31.745Z
A00612,T01245,2019-10-13,Cash,Deposit,3023,2026-04-17T08:27:31.745Z
A00705,T00748,2023-04-06,Cash,Purchase,69616,2026-04-17T08:27:31.745Z
A00745,T01573,2019-12-30,Credit_Card,Transfer,58440,2026-04-17T08:27:31.745Z
A00931,T01744,2023-05-29,Cash,Deposit,49713,2026-04-17T08:27:31.745Z
A00285,T01243,2017-04-29,Cash,Deposit,63703,2026-04-17T08:27:31.745Z
A00763,T01970,2019-11-27,Cash,Transfer,51068,2026-04-17T08:27:31.745Z
A00969,T00070,2022-09-30,Cash,Unknown,15670,2026-04-17T08:27:31.745Z
A00412,T00356,2019-08-05,Check,Deposit,48897,2026-04-17T08:27:31.745Z
A00634,T00110,2020-09-23,Debit_Card,Withdrawal,49713,2026-04-17T08:27:31.745Z
A00002,T00454,2017-10-07,Debit_Card,Transfer,48369,2026-04-17T08:27:31.745Z
A00028,T01890,2017-04-25,Unknown,Transfer,451,2026-04-17T08:27:31.745Z
A00040,T00113,2022-09-11,Check,Purchase,49713,2026-04-17T08:27:31.745Z
A00087,T00379,2021-06-12,Debit_Card,Withdrawal,11033,2026-04-17T08:27:31.745Z
A00303,T01203,2017-07-19,Debit_Card,Transfer,39792,2026-04-17T08:27:31.745Z
A00406,T01518,2023-02-28,Debit_Card,Withdrawal,40137,2026-04-17T08:27:31.745Z
A00462,T01554,2021-10-03,Credit_Card,Transfer,99336,2026-04-17T08:27:31.745Z
A00470,T00476,2021-05-16,Credit_Card,Deposit,65432,2026-04-17T08:27:31.745Z
A00493,T00688,2020-12-16,Credit_Card,Deposit,99122,2026-04-17T08:27:31.745Z
A00497,T04102,2017-09-26,Unknown,Unknown,92377,2026-04-17T08:27:31.745Z
A00582,T00545,2017-12-31,Debit_Card,Deposit,47029,2026-04-17T08:27:31.745Z
A00595,T00556,2021-11-22,Check,Transfer,51970,2026-04-17T08:27:31.745Z
A00645,T02134,2022-01-06,Cash,Deposit,57873,2026-04-17T08:27:31.745Z
A00699,T01770,2021-01-24,Credit_Card,Purchase,49713,2026-04-17T08:27:31.745Z
A00822,T00876,2022-08-06,Check,Transfer,42571,2026-04-17T08:27:31.745Z
A00862,T00407,2022-01-21,Check,Purchase,49713,2026-04-17T08:27:31.745Z
A00896,T02982,2023-03-27,Cash,Deposit,9060,2026-04-17T08:27:31.745Z
A00032,T00629,2020-12-08,Cash,Withdrawal,79767,2026-04-17T08:27:31.745Z
A00523,T00544,2023-02-18,Cash,Purchase,97854,2026-04-17T08:27:31.745Z
A00611,T02525,2015-05-01,Credit_Card,Deposit,49713,2026-04-17T08:27:31.745Z
A00685,T02868,2021-11-25,Debit_Card,Unknown,16556,2026-04-17T08:27:31.745Z
A00712,T00118,2019-09-03,Cash,Transfer,72102,2026-04-17T08:27:31.745Z
A00906,T00107,2021-03-15,Credit_Card,Deposit,49713,2026-04-17T08:27:31.745Z
A00056,T00158,2019-10-06,Cash,Purchase,64501,2026-04-17T08:27:31.745Z
A00015,T01615,2023-01-27,Debit_Card,Purchase,97735,2026-04-17T08:27:31.745Z
A00019,T01286,2020-02-25,Debit_Card,Deposit,81971,2026-04-17T08:27:31.745Z
A00198,T00533,2019-11-26,Debit_Card,Withdrawal,46266,2026-04-17T08:27:31.745Z
A00372,T03031,2022-06-19,Unknown,Deposit,81521,2026-04-17T08:27:31.745Z
A00380,T01953,2017-03-09,Debit_Card,Transfer,43637,2026-04-17T08:27:31.745Z
A00467,T00637,2015-03-15,Cash,Transfer,52000,2026-04-17T08:27:31.745Z
A00519,T00976,2017-04-01,Debit_Card,Withdrawal,18364,2026-04-17T08:27:31.745Z
A00538,T00702,2021-11-19,Unknown,Purchase,52538,2026-04-17T08:27:31.745Z
A00606,T03942,2019-02-23,Debit_Card,Withdrawal,96351,2026-04-17T08:27:31.745Z
A00653,T00027,2017-09-09,Cash,Transfer,17366,2026-04-17T08:27:31.745Z
A00665,T00493,2019-03-01,Credit_Card,Purchase,1899,2026-04-17T08:27:31.745Z
A00742,T00488,2017-01-01,Unknown,Deposit,38111,2026-04-17T08:27:31.745Z
A00750,T01346,2017-01-24,Debit_Card,Deposit,81767,2026-04-17T08:27:31.745Z
A00791,T00899,2019-05-05,Check,Purchase,81320,2026-04-17T08:27:31.745Z
A00808,T01057,2017-12-05,Debit_Card,Deposit,9489,2026-04-17T08:27:31.745Z
A00861,T01254,2018-12-13,Cash,Purchase,9390,2026-04-17T08:27:31.745Z
A00871,T02315,1900-01-01,Cash,Purchase,82103,2026-04-17T08:27:31.745Z
A00872,T01334,2018-03-21,Check,Unknown,77711,2026-04-17T08:27:31.745Z
A00935,T03616,2017-10-10,Unknown,Purchase,49713,2026-04-17T08:27:31.745Z
A00959,T00542,2014-11-28,Cash,Deposit,59217,2026-04-17T08:27:31.745Z
A00964,T01279,2021-04-06,Cash,Withdrawal,3904,2026-04-17T08:27:31.745Z
A01000,T00247,2013-12-10,Credit_Card,Withdrawal,95089,2026-04-17T08:27:31.745Z
A00118,T01648,2023-07-11,Check,Purchase,68103,2026-04-17T08:27:31.745Z
A00540,T01722,2016-02-01,Check,Deposit,60812,2026-04-17T08:27:31.745Z
A00618,T02998,2014-12-11,Check,Withdrawal,48709,2026-04-17T08:27:31.745Z
A00696,T01314,2021-07-07,Credit_Card,Deposit,51665,2026-04-17T08:27:31.745Z
A00722,T01217,2017-10-31,Credit_Card,Transfer,38568,2026-04-17T08:27:31.745Z
A00768,T01033,2015-04-11,Cash,Deposit,7716,2026-04-17T08:27:31.745Z
A00775,T01034,2020-07-04,Check,Withdrawal,90689,2026-04-17T08:27:31.745Z
A00880,T03686,2017-01-05,Unknown,Purchase,49713,2026-04-17T08:27:31.745Z
A00936,T00568,2017-04-06,Credit_Card,Deposit,42689,2026-04-17T08:27:31.745Z
A00796,T00791,2016-06-09,Check,Deposit,87679,2026-04-17T08:27:31.745Z
A00179,T01156,2023-03-06,Check,Withdrawal,52233,2026-04-17T08:27:31.745Z
A00242,T03272,2021-08-19,Check,Purchase,40660,2026-04-17T08:27:31.745Z
A00250,T00268,2022-03-17,Unknown,Withdrawal,39563,2026-04-17T08:27:31.745Z
A00258,T02551,2021-06-09,Cash,Transfer,34662,2026-04-17T08:27:31.745Z
A00329,T01998,2020-08-23,Debit_Card,Unknown,57730,2026-04-17T08:27:31.745Z
A00366,T01010,2017-01-26,Check,Withdrawal,74975,2026-04-17T08:27:31.745Z
A00377,T01752,2019-04-20,Unknown,Purchase,49713,2026-04-17T08:27:31.745Z
A00388,T01661,2019-12-03,Unknown,Withdrawal,38629,2026-04-17T08:27:31.745Z
A00465,T02120,2020-12-18,Debit_Card,Withdrawal,36547,2026-04-17T08:27:31.745Z
A00524,T02300,2020-09-20,Check,Purchase,74424,2026-04-17T08:27:31.745Z
A00546,T02028,2020-05-17,Credit_Card,Purchase,65294,2026-04-17T08:27:31.745Z
A00605,T01820,2019-08-12,Debit_Card,Unknown,38328,2026-04-17T08:27:31.745Z
A00616,T00854,2020-04-06,Cash,Deposit,53988,2026-04-17T08:27:31.745Z
A00726,T01140,2016-08-09,Credit_Card,Purchase,61723,2026-04-17T08:27:31.745Z
A00764,T01541,2014-04-09,Check,Purchase,76219,2026-04-17T08:27:31.745Z
A00868,T00240,2020-04-26,Debit_Card,Withdrawal,51218,2026-04-17T08:27:31.745Z
A00875,T02174,2016-06-13,Debit_Card,Deposit,45628,2026-04-17T08:27:31.745Z
A00311,T00751,2016-04-03,Credit_Card,Purchase,97408,2026-04-17T08:27:31.745Z
A00447,T00583,2021-05-05,Check,Purchase,6632,2026-04-17T08:27:31.745Z
A00765,T02772,1900-01-01,Check,Transfer,6823,2026-04-17T08:27:31.745Z
A00965,T01834,2018-07-27,Debit_Card,Purchase,93491,2026-04-17T08:27:31.745Z
A00074,T00941,2020-05-07,Credit_Card,Transfer,42383,2026-04-17T08:27:31.745Z
A00088,T03103,2021-05-16,Debit_Card,Transfer,50017,2026-04-17T08:27:31.745Z
A00101,T01227,2015-12-19,Cash,Purchase,12281,2026-04-17T08:27:31.745Z
A00115,T00921,2023-06-06,Credit_Card,Withdrawal,64046,2026-04-17T08:27:31.745Z
A00124,T00318,2023-03-03,Unknown,Transfer,1978,2026-04-17T08:27:31.745Z
A00136,T02366,2020-11-23,Cash,Withdrawal,53388,2026-04-17T08:27:31.745Z
A00160,T00193,2021-11-26,Check,Purchase,57882,2026-04-17T08:27:31.745Z
A00214,T00031,2015-05-19,Debit_Card,Purchase,22676,2026-04-17T08:27:31.745Z
A00314,T01550,2023-08-15,Check,Purchase,77070,2026-04-17T08:27:31.745Z
A00454,T02769,2020-07-28,Cash,Withdrawal,49713,2026-04-17T08:27:31.745Z
A00741,T02096,2017-12-06,Check,Withdrawal,85137,2026-04-17T08:27:31.745Z
A00743,T00786,2015-03-14,Check,Withdrawal,69981,2026-04-17T08:27:31.745Z
A00789,T03732,2019-02-01,Check,Transfer,83505,2026-04-17T08:27:31.745Z
A00797,T00624,2022-08-21,Cash,Deposit,43816,2026-04-17T08:27:31.745Z
A00953,T01870,2018-01-28,Check,Transfer,10137,2026-04-17T08:27:31.745Z
A00988,T01180,2021-04-05,Debit_Card,Transfer,80615,2026-04-17T08:27:31.745Z
A00109,T00626,2021-04-23,Debit_Card,Deposit,63930,2026-04-17T08:27:31.745Z
A00702,T00194,2020-09-23,Cash,Purchase,10705,2026-04-17T08:27:31.745Z
A00417,T01069,2020-05-25,Cash,Deposit,52355,2026-04-17T08:27:31.745Z
A00023,T01469,2022-02-20,Credit_Card,Purchase,22044,2026-04-17T08:27:31.745Z
A00041,T00570,2019-04-06,Cash,Purchase,92396,2026-04-17T08:27:31.745Z
A00102,T00195,2013-11-09,Check,Withdrawal,58617,2026-04-17T08:27:31.745Z
A00233,T00985,2019-09-07,Debit_Card,Withdrawal,23464,2026-04-17T08:27:31.745Z
A00277,T00053,2015-10-20,Credit_Card,Withdrawal,76797,2026-04-17T08:27:31.745Z
A00313,T00680,2023-03-31,Cash,Deposit,19155,2026-04-17T08:27:31.745Z
A00321,T01553,2014-01-21,Debit_Card,Purchase,15283,2026-04-17T08:27:31.745Z
A00328,T00049,2018-08-13,Check,Withdrawal,34200,2026-04-17T08:27:31.745Z
A00401,T02051,2020-03-14,Cash,Deposit,82106,2026-04-17T08:27:31.745Z
A00446,T00187,2020-07-30,Check,Unknown,82862,2026-04-17T08:27:31.745Z
A00484,T01256,1900-01-01,Credit_Card,Unknown,52789,2026-04-17T08:27:31.745Z
A00496,T01413,2022-07-19,Credit_Card,Withdrawal,92714,2026-04-17T08:27:31.745Z
A00507,T00516,2022-12-10,Check,Purchase,52554,2026-04-17T08:27:31.745Z
A00575,T00931,2018-09-22,Credit_Card,Transfer,59764,2026-04-17T08:27:31.745Z
A00620,T01120,2023-04-26,Credit_Card,Purchase,20869,2026-04-17T08:27:31.745Z
A00720,T01403,1900-01-01,Unknown,Purchase,49713,2026-04-17T08:27:31.745Z
A00751,T01187,2023-08-17,Credit_Card,Unknown,99592,2026-04-17T08:27:31.745Z
A00962,T01240,2015-03-07,Check,Transfer,49713,2026-04-17T08:27:31.745Z
A00142,T01530,2021-02-19,Check,Transfer,36163,2026-04-17T08:27:31.745Z
A00189,T01514,2023-08-06,Credit_Card,Purchase,16105,2026-04-17T08:27:31.745Z
A00202,T00885,2018-10-10,Credit_Card,Withdrawal,49713,2026-04-17T08:27:31.745Z
A00221,T00996,2022-04-10,Credit_Card,Purchase,30545,2026-04-17T08:27:31.745Z
A00350,T01360,2016-04-27,Debit_Card,Transfer,49713,2026-04-17T08:27:31.745Z
A00374,T01709,2019-09-28,Cash,Withdrawal,72946,2026-04-17T08:27:31.745Z
A00592,T00675,2016-08-27,Cash,Deposit,2334,2026-04-17T08:27:31.745Z
A00660,T02387,2015-04-28,Check,Deposit,51303,2026-04-17T08:27:31.745Z
A00923,T00291,2017-04-30,Debit_Card,Transfer,1477,2026-04-17T08:27:31.745Z
A00003,T00465,2021-06-17,Cash,Withdrawal,7632,2026-04-17T08:27:31.745Z
A00291,T01056,2021-08-20,Credit_Card,Deposit,39712,2026-04-17T08:27:31.745Z
A00698,T01160,2023-05-22,Credit_Card,Purchase,84458,2026-04-17T08:27:31.745Z
A00932,T02668,2017-01-31,Credit_Card,Purchase,78758,2026-04-17T08:27:31.745Z
A00077,T00063,2020-03-23,Cash,Withdrawal,41843,2026-04-17T08:27:31.745Z
A00171,T00092,2017-11-19,Debit_Card,Purchase,49713,2026-04-17T08:27:31.745Z
A00173,T00377,2021-07-02,Unknown,Transfer,62015,2026-04-17T08:27:31.745Z
A00301,T03315,2019-03-30,Cash,Deposit,57575,2026-04-17T08:27:31.745Z
A00552,T01204,2019-04-26,Unknown,Purchase,15112,2026-04-17T08:27:31.745Z
A00560,T00884,2020-11-08,Credit_Card,Withdrawal,2148,2026-04-17T08:27:31.745Z
A00635,T01014,2014-06-09,Unknown,Withdrawal,63801,2026-04-17T08:27:31.745Z
A00683,T00426,2023-03-16,Check,Transfer,86952,2026-04-17T08:27:31.745Z
A00734,T00578,2021-07-30,Check,Purchase,15394,2026-04-17T08:27:31.745Z
A00736,T01860,2014-10-07,Debit_Card,Purchase,44279,2026-04-17T08:27:31.745Z
A00264,T00757,2022-05-18,Unknown,Transfer,70367,2026-04-17T08:27:31.745Z
A00376,T01218,2020-07-17,Unknown,Unknown,29110,2026-04-17T08:27:31.745Z
A00629,T00473,2015-12-05,Check,Deposit,80838,2026-04-17T08:27:31.745Z
A00711,T00313,2020-03-08,Check,Deposit,49713,2026-04-17T08:27:31.745Z
A00692,T00181,2020-01-07,Check,Deposit,85829,2026-04-17T08:27:31.745Z
A00071,T01185,2020-02-07,Cash,Unknown,1036,2026-04-17T08:27:31.745Z
A00119,T01455,2021-09-07,Cash,Transfer,49713,2026-04-17T08:27:31.745Z
A00211,T00738,2017-07-23,Cash,Purchase,58706,2026-04-17T08:27:31.745Z
A00681,T00108,2017-09-25,Check,Withdrawal,35588,2026-04-17T08:27:31.745Z
A00731,T00946,2015-09-20,Credit_Card,Withdrawal,86074,2026-04-17T08:27:31.745Z
A00893,T02164,2022-12-28,Debit_Card,Deposit,9140,2026-04-17T08:27:31.745Z
A00057,T00015,2022-05-10,Debit_Card,Deposit,54482,2026-04-17T08:27:31.745Z
A00246,T00251,2023-04-28,Check,Withdrawal,67895,2026-04-17T08:27:31.745Z
A00655,T02046,2023-01-02,Debit_Card,Deposit,11423,2026-04-17T08:27:31.745Z
A00989,T00358,2020-09-26,Check,Deposit,53398,2026-04-17T08:27:31.745Z
A00108,T00035,2018-07-17,Credit_Card,Deposit,94320,2026-04-17T08:27:31.745Z
A00008,T01380,2018-06-28,Check,Withdrawal,57367,2026-04-17T08:27:31.745Z
A00139,T01754,2018-11-08,Debit_Card,Transfer,86192,2026-04-17T08:27:31.745Z
A00199,T00658,2015-03-04,Unknown,Transfer,47513,2026-04-17T08:27:31.745Z
A00310,T00504,2023-07-03,Credit_Card,Transfer,59144,2026-04-17T08:27:31.745Z
A00494,T02392,2018-07-13,Credit_Card,Deposit,19594,2026-04-17T08:27:31.745Z
A00586,T01674,1900-01-01,Check,Withdrawal,74686,2026-04-17T08:27:31.745Z
A00206,T00163,2018-03-26,Credit_Card,Withdrawal,48142,2026-04-17T08:27:31.745Z
A00553,T00458,2015-05-18,Check,Transfer,62038,2026-04-17T08:27:31.745Z
A00881,T00221,2019-07-14,Credit_Card,Purchase,77157,2026-04-17T08:27:31.745Z
A00013,T01384,2019-09-08,Cash,Deposit,71794,2026-04-17T08:27:31.745Z
A00110,T00611,2021-12-25,Credit_Card,Purchase,77249,2026-04-17T08:27:31.745Z
A00135,T00681,2014-03-26,Debit_Card,Purchase,43214,2026-04-17T08:27:31.745Z
A00384,T01492,2022-08-28,Debit_Card,Withdrawal,84688,2026-04-17T08:27:31.745Z
A00535,T01688,2019-08-07,Unknown,Transfer,49713,2026-04-17T08:27:31.745Z
A00576,T00439,2016-01-06,Credit_Card,Transfer,90906,2026-04-17T08:27:31.745Z
A00597,T02288,2023-02-26,Check,Purchase,6644,2026-04-17T08:27:31.745Z
